2015-11-23 09:40:48,827 1860 [main] INFO  n.d.m.IntegrasjonspunktApplication - Starting IntegrasjonspunktApplication on o-kons-gbe-x250 with PID 16396 (C:\work\meldingsutveksling-mellom-offentlige-virksomheter\integrasjonspunkt\target\classes started by kons-gbe in C:\work\meldingsutveksling-mellom-offentlige-virksomheter\integrasjonspunkt)
2015-11-23 10:08:41,633 5257 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'beanNameViewResolver': replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.web.ErrorMvcAutoConfiguration$WhitelabelErrorViewConfiguration; factoryMethodName=beanNameViewResolver; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/web/ErrorMvcAutoConfiguration$WhitelabelErrorViewConfiguration.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter; factoryMethodName=beanNameViewResolver; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/web/WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter.class]]
2015-11-23 10:08:43,456 7080 [main] INFO  o.s.c.s.PropertySourcesPlaceholderConfigurer - Loading properties file from class path resource [jdbc.properties]
2015-11-23 10:08:43,586 7210 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2015-11-23 10:08:43,915 7539 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.scheduling.annotation.SchedulingConfiguration' of type [class org.springframework.scheduling.annotation.SchedulingConfiguration$$EnhancerBySpringCGLIB$$e28d1bca] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-11-23 10:08:44,214 7838 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [class org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$723798af] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-11-23 10:08:44,251 7875 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'transactionAttributeSource' of type [class org.springframework.transaction.annotation.AnnotationTransactionAttributeSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-11-23 10:08:44,275 7899 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'transactionInterceptor' of type [class org.springframework.transaction.interceptor.TransactionInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-11-23 10:08:44,311 7935 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.config.internalTransactionAdvisor' of type [class org.springframework.transaction.interceptor.BeanFactoryTransactionAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-11-23 10:08:45,274 8898 [main] INFO  o.s.b.c.e.j.JettyEmbeddedServletContainerFactory - Server initialized with port: 8085
2015-11-23 10:08:45,281 8905 [main] INFO  org.eclipse.jetty.server.Server - jetty-9.2.11.v20150529
2015-11-23 10:08:45,489 9113 [main] INFO  / - Initializing Spring embedded WebApplicationContext
2015-11-23 10:08:45,489 9113 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 7003 ms
2015-11-23 10:08:47,772 11396 [main] INFO  o.s.j.d.e.EmbeddedDatabaseFactory - Creating embedded database 'eventLogDB'
2015-11-23 10:08:48,937 12561 [main] INFO  o.s.j.datasource.init.ScriptUtils - Executing SQL script from class path resource [db/schema/ddl.sql]
2015-11-23 10:08:49,169 12793 [main] INFO  o.s.j.datasource.init.ScriptUtils - Executed SQL script from class path resource [db/schema/ddl.sql] in 230 ms.
2015-11-23 10:08:49,579 13203 [main] INFO  o.s.j.d.e.EmbeddedDatabaseFactory - Creating embedded database 'queue'
2015-11-23 10:08:49,960 13584 [main] INFO  o.s.j.datasource.init.ScriptUtils - Executing SQL script from class path resource [queuedb/create-db.sql]
2015-11-23 10:08:49,964 13588 [main] INFO  o.s.j.datasource.init.ScriptUtils - Executed SQL script from class path resource [queuedb/create-db.sql] in 4 ms.
2015-11-23 10:08:50,408 14032 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Building JPA container EntityManagerFactory for persistence unit 'default'
2015-11-23 10:08:50,435 14059 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2015-11-23 10:08:50,603 14227 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {4.3.5.Final}
2015-11-23 10:08:50,606 14230 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
2015-11-23 10:08:50,610 14234 [main] INFO  org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist
2015-11-23 10:08:51,074 14698 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {4.0.4.Final}
2015-11-23 10:08:51,242 14866 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.HSQLDialect
2015-11-23 10:08:51,404 15028 [main] INFO  o.h.h.i.a.ASTQueryTranslatorFactory - HHH000397: Using ASTQueryTranslatorFactory
2015-11-23 10:08:51,673 15297 [main] INFO  org.hibernate.search.Version - HSEARCH000034: Hibernate Search 4.5.1.Final
2015-11-23 10:08:52,144 15768 [main] INFO  o.h.tool.hbm2ddl.SchemaExport - HHH000227: Running hbm2ddl schema export
2015-11-23 10:08:52,151 15775 [main] INFO  o.h.tool.hbm2ddl.SchemaExport - HHH000230: Schema export complete
2015-11-23 10:08:53,701 17325 [main] INFO  o.s.b.c.e.ServletRegistrationBean - Mapping servlet: 'WSSpringServlet' to [/noarkExchange, /receive]
2015-11-23 10:08:53,704 17328 [main] INFO  o.s.b.c.e.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
2015-11-23 10:08:53,705 17329 [main] INFO  o.s.b.c.e.FilterRegistrationBean - Mapping filter: 'metricFilter' to: [/*]
2015-11-23 10:08:53,706 17330 [main] INFO  o.s.b.c.e.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2015-11-23 10:08:53,707 17331 [main] INFO  o.s.b.c.e.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2015-11-23 10:08:53,707 17331 [main] INFO  o.s.b.c.e.FilterRegistrationBean - Mapping filter: 'webRequestLoggingFilter' to: [/*]
2015-11-23 10:08:53,707 17331 [main] INFO  o.s.b.c.e.FilterRegistrationBean - Mapping filter: 'applicationContextIdFilter' to: [/*]
2015-11-23 10:08:54,154 17778 [main] INFO  o.e.j.server.handler.ContextHandler - Started o.s.b.c.e.j.JettyEmbeddedWebAppContext@7b55fc83{/,file:/C:/work/meldingsutveksling-mellom-offentlige-virksomheter/integrasjonspunkt/src/main/webapp/,AVAILABLE}
2015-11-23 10:08:54,155 17779 [main] INFO  org.eclipse.jetty.server.Server - Started @18478ms
2015-11-23 10:08:55,084 18708 [main] INFO  o.s.w.s.saaj.SaajSoapMessageFactory - Creating SAAJ 1.3 MessageFactory with SOAP 1.1 Protocol
2015-11-23 10:08:55,131 18755 [main] INFO  o.s.w.s.saaj.SaajSoapMessageFactory - Creating SAAJ 1.3 MessageFactory with SOAP 1.1 Protocol
2015-11-23 10:08:55,308 18932 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2015-11-23 10:08:55,313 18937 [main] INFO  o.h.tool.hbm2ddl.SchemaExport - HHH000227: Running hbm2ddl schema export
2015-11-23 10:08:55,315 18939 [main] INFO  o.h.tool.hbm2ddl.SchemaExport - HHH000230: Schema export complete
2015-11-23 10:08:55,877 19501 [main] INFO  o.e.j.server.handler.ContextHandler - Stopped o.s.b.c.e.j.JettyEmbeddedWebAppContext@7b55fc83{/,file:/C:/work/meldingsutveksling-mellom-offentlige-virksomheter/integrasjonspunkt/src/main/webapp/,UNAVAILABLE}
2015-11-23 10:10:40,920 2130 [main] INFO  n.d.m.IntegrasjonspunktApplication - Starting IntegrasjonspunktApplication on o-kons-gbe-x250 with PID 15796 (C:\work\meldingsutveksling-mellom-offentlige-virksomheter\integrasjonspunkt\target\classes started by kons-gbe in C:\work\meldingsutveksling-mellom-offentlige-virksomheter\integrasjonspunkt)
2015-11-23 10:10:41,013 2223 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@38234a38: startup date [Mon Nov 23 10:10:41 CET 2015]; root of context hierarchy
2015-11-23 10:10:43,569 4779 [main] INFO  o.s.c.a.ConfigurationClassBeanDefinitionReader - Skipping bean definition for [BeanMethod:name=queueScheduler,declaringClass=no.difi.meldingsutveksling.config.IntegrasjonspunktBeans]: a definition for bean 'queueScheduler' already exists. This top-level bean definition is considered as an override.
2015-11-23 10:10:43,569 4779 [main] INFO  o.s.c.a.ConfigurationClassBeanDefinitionReader - Skipping bean definition for [BeanMethod:name=queueService,declaringClass=no.difi.meldingsutveksling.config.IntegrasjonspunktBeans]: a definition for bean 'queueService' already exists. This top-level bean definition is considered as an override.
2015-11-23 10:10:43,570 4780 [main] INFO  o.s.c.a.ConfigurationClassBeanDefinitionReader - Skipping bean definition for [BeanMethod:name=eventLogDAO,declaringClass=no.difi.meldingsutveksling.eventlog.EventLogConfigurarion]: a definition for bean 'eventLogDAO' already exists. This top-level bean definition is considered as an override.
2015-11-23 10:10:43,573 4783 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from URL [file:/C:/work/meldingsutveksling-mellom-offentlige-virksomheter/integrasjonspunkt/target/classes/rest-servlet.xml]
2015-11-23 10:10:43,880 5090 [main] INFO  o.s.c.a.ConfigurationClassBeanDefinitionReader - Skipping bean definition for [BeanMethod:name=queueService,declaringClass=no.difi.meldingsutveksling.queue.config.QueueConfig]: a definition for bean 'queueService' already exists. This top-level bean definition is considered as an override.
2015-11-23 10:10:43,881 5091 [main] INFO  o.s.c.a.ConfigurationClassBeanDefinitionReader - Skipping bean definition for [BeanMethod:name=queueDao,declaringClass=no.difi.meldingsutveksling.queue.config.QueueConfig]: a definition for bean 'queueDao' already exists. This top-level bean definition is considered as an override.
2015-11-23 10:10:43,973 5183 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'mvcContentNegotiationManager': replacing [Root bean: class [org.springframework.web.accept.ContentNegotiationManagerFactoryBean]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$EnableWebMvcConfiguration; factoryMethodName=mvcContentNegotiationManager; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/web/WebMvcAutoConfiguration$EnableWebMvcConfiguration.class]]
2015-11-23 10:10:43,975 5185 [main] INFO  o.s.c.a.ConfigurationClassBeanDefinitionReader - Skipping bean definition for [BeanMethod:name=mvcUriComponentsContributor,declaringClass=org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupport]: a definition for bean 'mvcUriComponentsContributor' already exists. This top-level bean definition is considered as an override.
2015-11-23 10:10:44,000 5210 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'beanNameViewResolver': replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.web.ErrorMvcAutoConfiguration$WhitelabelErrorViewConfiguration; factoryMethodName=beanNameViewResolver; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/web/ErrorMvcAutoConfiguration$WhitelabelErrorViewConfiguration.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter; factoryMethodName=beanNameViewResolver; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/web/WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter.class]]
2015-11-23 10:10:45,365 6575 [main] INFO  o.s.c.s.PropertySourcesPlaceholderConfigurer - Loading properties file from class path resource [jdbc.properties]
2015-11-23 10:10:45,464 6674 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2015-11-23 10:10:45,709 6919 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.scheduling.annotation.SchedulingConfiguration' of type [class org.springframework.scheduling.annotation.SchedulingConfiguration$$EnhancerBySpringCGLIB$$677d678f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-11-23 10:10:45,945 7155 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [class org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$f727e474] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-11-23 10:10:45,984 7194 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'transactionAttributeSource' of type [class org.springframework.transaction.annotation.AnnotationTransactionAttributeSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-11-23 10:10:46,007 7217 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'transactionInterceptor' of type [class org.springframework.transaction.interceptor.TransactionInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-11-23 10:10:46,021 7231 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.config.internalTransactionAdvisor' of type [class org.springframework.transaction.interceptor.BeanFactoryTransactionAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-11-23 10:10:46,750 7960 [main] INFO  o.s.b.c.e.j.JettyEmbeddedServletContainerFactory - Server initialized with port: 8085
2015-11-23 10:10:46,756 7966 [main] INFO  org.eclipse.jetty.server.Server - jetty-9.2.11.v20150529
2015-11-23 10:10:46,934 8144 [main] INFO  / - Initializing Spring embedded WebApplicationContext
2015-11-23 10:10:46,934 8144 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 5921 ms
2015-11-23 10:10:48,714 9924 [main] INFO  o.s.j.d.e.EmbeddedDatabaseFactory - Creating embedded database 'eventLogDB'
2015-11-23 10:10:50,089 11299 [main] INFO  o.s.j.datasource.init.ScriptUtils - Executing SQL script from class path resource [db/schema/ddl.sql]
2015-11-23 10:10:50,403 11613 [main] INFO  o.s.j.datasource.init.ScriptUtils - Executed SQL script from class path resource [db/schema/ddl.sql] in 313 ms.
2015-11-23 10:10:50,770 11980 [main] INFO  o.s.j.d.e.EmbeddedDatabaseFactory - Creating embedded database 'queue'
2015-11-23 10:10:51,218 12428 [main] INFO  o.s.j.datasource.init.ScriptUtils - Executing SQL script from class path resource [queuedb/create-db.sql]
